Delivery_person_ID;Weatherconditions;;Rótulos de Linha;Contagem de Delivery_person_ID
JAPRES17DEL03 ;conditions Stormy;;;
KOCRES19DEL02 ;conditions Windy;;;
RANCHIRES02DEL02 ;conditions Sandstorms;;;
SURRES12DEL02 ;conditions Stormy;;;
MUMRES010DEL02 ;conditions Fog;;;
ALHRES16DEL03 ;conditions Fog;;;
BANGRES12DEL03 ;conditions Sunny;;;
KOLRES13DEL02 ;conditions Sandstorms;;;
VADRES09DEL02 ;conditions Stormy;;;
VADRES15DEL02 ;conditions Sunny;;;
LUDHRES06DEL02 ;conditions Sandstorms;;;
KOCRES16DEL03 ;conditions Sunny;;;
SURRES16DEL03 ;conditions Cloudy;;;
BHPRES04DEL02 ;conditions Sandstorms;;;
KOLRES11DEL01 ;conditions Fog;;;
INDORES13DEL03 ;conditions Sunny;;;
KNPRES03DEL03 ;conditions Sandstorms;;;
MUMRES03DEL01 ;conditions Fog;;;
BHPRES08DEL02 ;conditions Windy;;;
PUNERES04DEL03 ;conditions Windy;;;
HYDRES010DEL02 ;conditions Sunny;;;
KOLRES02DEL03 ;conditions Cloudy;;;
MUMRES12DEL02 ;conditions Windy;;;
KOCRES14DEL01 ;conditions Windy;;;
MUMRES09DEL03 ;conditions Sunny;;;
AGRRES08DEL02 ;conditions Sunny;;;
INDORES08DEL01 ;conditions Cloudy;;;
VADRES010DEL01 ;conditions Stormy;;;
MYSRES13DEL02 ;conditions Cloudy;;;
INDORES07DEL03 ;conditions Sunny;;;
JAPRES12DEL03 ;conditions Cloudy;;;
GOARES16DEL02 ;conditions Windy;;;
BANGRES13DEL01 ;conditions Cloudy;;;
RANCHIRES15DEL01 ;conditions Windy;;;
ALHRES15DEL03 ;conditions Fog;;;
SURRES08DEL01 ;conditions Windy;;;
CHENRES02DEL03 ;conditions Fog;;;
COIMBRES15DEL03 ;conditions Sunny;;;
PUNERES04DEL02 ;conditions Cloudy;;;
PUNERES010DEL03 ;conditions Sandstorms;;;
BANGRES03DEL01 ;conditions Windy;;;
MYSRES13DEL01 ;conditions Stormy;;;
AGRRES13DEL03 ;conditions Sunny;;;
ALHRES11DEL03 ;conditions Sandstorms;;;
COIMBRES02DEL03 ;conditions Sunny;;;
MUMRES16DEL01 ;conditions Windy;;;
BANGRES03DEL01 ;conditions Sandstorms;;;
HYDRES03DEL01 ;conditions Stormy;;;
BANGRES05DEL02 ;conditions Cloudy;;;
BANGRES14DEL03 ;conditions Cloudy;;;
VADRES18DEL01 ;conditions Cloudy;;;
VADRES06DEL03 ;conditions Windy;;;
AGRRES09DEL03 ;conditions Stormy;;;
DEHRES14DEL03 ;conditions Windy;;;
MUMRES04DEL02 ;conditions Sunny;;;
BANGRES010DEL03 ;conditions Sandstorms;;;
MYSRES06DEL01 ;conditions Fog;;;
HYDRES19DEL02 ;conditions Windy;;;
HYDRES09DEL02 ;conditions Stormy;;;
COIMBRES16DEL02 ;conditions Fog;;;
JAPRES05DEL03 ;conditions Stormy;;;
SURRES17DEL02 ;conditions Sunny;;;
VADRES03DEL01 ;conditions Cloudy;;;
AGRRES010DEL01 ;conditions Windy;;;
KOCRES02DEL02 ;conditions Sunny;;;
LUDHRES04DEL01 ;conditions Cloudy;;;
LUDHRES11DEL02 ;conditions Sandstorms;;;
MYSRES17DEL02 ;conditions Fog;;;
KOLRES02DEL01 ;conditions Sunny;;;
DEHRES02DEL03 ;conditions Sunny;;;
AURGRES20DEL02 ;conditions Stormy;;;
PUNERES06DEL01 ;conditions Cloudy;;;
BHPRES20DEL01 ;conditions Fog;;;
VADRES02DEL01 ;conditions Sunny;;;
RANCHIRES010DEL01 ;conditions Stormy;;;
RANCHIRES15DEL03 ;conditions Windy;;;
MYSRES19DEL03 ;conditions Windy;;;
INDORES05DEL03 ;conditions Sandstorms;;;
ALHRES05DEL03 ;conditions Cloudy;;;
CHENRES02DEL02 ;conditions Cloudy;;;
BANGRES07DEL01 ;conditions Stormy;;;
JAPRES20DEL01 ;conditions Windy;;;
VADRES01DEL01 ;conditions Cloudy;;;
COIMBRES18DEL02 ;conditions Sandstorms;;;
VADRES03DEL02 ;conditions Sunny;;;
KOCRES09DEL03 ;conditions Stormy;;;
MYSRES09DEL03 ;conditions Fog;;;
CHENRES09DEL01 ;conditions Sandstorms;;;
AGRRES06DEL01 ;conditions Cloudy;;;
PUNERES12DEL01 ;conditions NaN;;;
BANGRES05DEL01 ;conditions Stormy;;;
VADRES16DEL03 ;conditions Sunny;;;
KOLRES19DEL01 ;conditions Sandstorms;;;
ALHRES02DEL02 ;conditions Fog;;;
BANGRES14DEL03 ;conditions Sunny;;;
JAPRES01DEL03 ;conditions Stormy;;;
LUDHRES05DEL03 ;conditions Sunny;;;
DEHRES06DEL02 ;conditions Sunny;;;
BANGRES01DEL03 ;conditions Sandstorms;;;
VADRES05DEL03 ;conditions Cloudy;;;
PUNERES09DEL01 ;conditions Windy;;;
DEHRES15DEL02 ;conditions Fog;;;
RANCHIRES15DEL02 ;conditions Windy;;;
INDORES14DEL02 ;conditions Stormy;;;
RANCHIRES01DEL01 ;conditions Sunny;;;
KOCRES04DEL02 ;conditions Fog;;;
KNPRES11DEL01 ;conditions Sunny;;;
KOLRES19DEL02 ;conditions Cloudy;;;
KOLRES20DEL03 ;conditions Sandstorms;;;
AGRRES16DEL03 ;conditions Sunny;;;
PUNERES06DEL02 ;conditions Fog;;;
KNPRES13DEL03 ;conditions Windy;;;
KOCRES18DEL03 ;conditions Sunny;;;
CHENRES08DEL02 ;conditions Sunny;;;
BANGRES08DEL02 ;conditions Sunny;;;
INDORES06DEL01 ;conditions Sunny;;;
MYSRES08DEL03 ;conditions Cloudy;;;
SURRES17DEL01 ;conditions Windy;;;
PUNERES01DEL01 ;conditions Sunny;;;
ALHRES17DEL01 ;conditions Cloudy;;;
CHENRES12DEL01 ;conditions Sunny;;;
BHPRES16DEL03 ;conditions Fog;;;
COIMBRES17DEL01 ;conditions Sandstorms;;;
BHPRES03DEL01 ;conditions Sunny;;;
MUMRES20DEL01 ;conditions Sandstorms;;;
CHENRES01DEL03 ;conditions Fog;;;
KNPRES05DEL03 ;conditions Cloudy;;;
SURRES03DEL02 ;conditions Cloudy;;;
HYDRES13DEL01 ;conditions Fog;;;
KOLRES06DEL02 ;conditions Windy;;;
CHENRES20DEL02 ;conditions Fog;;;
HYDRES17DEL01 ;conditions NaN;;;
AURGRES19DEL02 ;conditions Cloudy;;;
AGRRES07DEL02 ;conditions Stormy;;;
INDORES20DEL02 ;conditions Fog;;;
BHPRES11DEL03 ;conditions Sandstorms;;;
PUNERES04DEL02 ;conditions Sandstorms;;;
SURRES010DEL02 ;conditions Stormy;;;
GOARES010DEL02 ;conditions Stormy;;;
GOARES07DEL02 ;conditions Windy;;;
RANCHIRES06DEL03 ;conditions Windy;;;
VADRES18DEL02 ;conditions Cloudy;;;
LUDHRES20DEL02 ;conditions Sunny;;;
COIMBRES010DEL02 ;conditions Stormy;;;
COIMBRES06DEL01 ;conditions Cloudy;;;
BHPRES010DEL01 ;conditions Stormy;;;
COIMBRES19DEL02 ;conditions Windy;;;
RANCHIRES18DEL01 ;conditions Cloudy;;;
JAPRES17DEL01 ;conditions Fog;;;
CHENRES13DEL02 ;conditions Sunny;;;
RANCHIRES19DEL02 ;conditions Cloudy;;;
AGRRES05DEL01 ;conditions Stormy;;;
INDORES15DEL01 ;conditions Sunny;;;
KNPRES12DEL03 ;conditions Sandstorms;;;
MUMRES02DEL01 ;conditions Sandstorms;;;
DEHRES19DEL02 ;conditions Sandstorms;;;
HYDRES19DEL01 ;conditions Fog;;;
COIMBRES14DEL01 ;conditions Sunny;;;
INDORES12DEL02 ;conditions Sunny;;;
LUDHRES20DEL01 ;conditions Windy;;;
HYDRES01DEL03 ;conditions Windy;;;
MUMRES01DEL01 ;conditions Stormy;;;
BANGRES11DEL02 ;conditions Fog;;;
KOCRES05DEL02 ;conditions Fog;;;
KOLRES08DEL02 ;conditions Fog;;;
CHENRES02DEL01 ;conditions Windy;;;
KOLRES03DEL01 ;conditions Stormy;;;
DEHRES17DEL02 ;conditions Fog;;;
MUMRES03DEL03 ;conditions Sunny;;;
CHENRES13DEL02 ;conditions Cloudy;;;
BHPRES03DEL01 ;conditions Fog;;;
VADRES05DEL03 ;conditions Windy;;;
SURRES19DEL01 ;conditions Cloudy;;;
CHENRES11DEL02 ;conditions Windy;;;
JAPRES18DEL01 ;conditions Windy;;;
JAPRES01DEL01 ;conditions Stormy;;;
KOCRES07DEL01 ;conditions Sandstorms;;;
MUMRES010DEL03 ;conditions Windy;;;
BANGRES01DEL01 ;conditions Sunny;;;
VADRES08DEL02 ;conditions Stormy;;;
VADRES05DEL03 ;conditions Sunny;;;
SURRES04DEL01 ;conditions Sandstorms;;;
DEHRES20DEL02 ;conditions Sandstorms;;;
BANGRES05DEL03 ;conditions Fog;;;
AGRRES16DEL03 ;conditions Sandstorms;;;
HYDRES13DEL02 ;conditions Windy;;;
PUNERES16DEL01 ;conditions Cloudy;;;
ALHRES09DEL03 ;conditions Windy;;;
MUMRES17DEL02 ;conditions Sunny;;;
BANGRES18DEL01 ;conditions Fog;;;
COIMBRES12DEL03 ;conditions Sunny;;;
VADRES01DEL02 ;conditions Sunny;;;
COIMBRES06DEL02 ;conditions Fog;;;
CHENRES16DEL01 ;conditions Fog;;;
DEHRES02DEL01 ;conditions Cloudy;;;
AGRRES04DEL02 ;conditions Windy;;;
INDORES13DEL03 ;conditions Windy;;;
AURGRES16DEL03 ;conditions Windy;;;
GOARES07DEL01 ;conditions Windy;;;
JAPRES09DEL02 ;conditions Fog;;;
AURGRES17DEL02 ;conditions Windy;;;
SURRES07DEL01 ;conditions Cloudy;;;
KOLRES16DEL02 ;conditions Windy;;;
GOARES07DEL02 ;conditions Cloudy;;;
CHENRES11DEL02 ;conditions Fog;;;
HYDRES08DEL01 ;conditions Stormy;;;
VADRES20DEL01 ;conditions Sunny;;;
AGRRES19DEL02 ;conditions Cloudy;;;
INDORES06DEL01 ;conditions Windy;;;
LUDHRES15DEL01 ;conditions Fog;;;
KOCRES010DEL01 ;conditions Cloudy;;;
RANCHIRES20DEL01 ;conditions Fog;;;
JAPRES05DEL02 ;conditions Stormy;;;
VADRES20DEL01 ;conditions Sandstorms;;;
PUNERES05DEL03 ;conditions Sunny;;;
HYDRES010DEL01 ;conditions Windy;;;
SURRES06DEL03 ;conditions Sandstorms;;;
RANCHIRES06DEL03 ;conditions Cloudy;;;
MYSRES19DEL01 ;conditions Windy;;;
MUMRES010DEL02 ;conditions Windy;;;
INDORES03DEL03 ;conditions Sunny;;;
HYDRES18DEL01 ;conditions Fog;;;
MUMRES12DEL02 ;conditions Stormy;;;
HYDRES13DEL01 ;conditions Cloudy;;;
SURRES03DEL02 ;conditions NaN;;;
INDORES04DEL01 ;conditions Cloudy;;;
INDORES11DEL02 ;conditions Sunny;;;
JAPRES15DEL03 ;conditions Sandstorms;;;
GOARES15DEL03 ;conditions Sunny;;;
RANCHIRES09DEL01 ;conditions Sandstorms;;;
MUMRES010DEL01 ;conditions Sandstorms;;;
ALHRES14DEL03 ;conditions Fog;;;
BANGRES15DEL01 ;conditions Cloudy;;;
SURRES03DEL02 ;conditions Fog;;;
COIMBRES20DEL01 ;conditions Windy;;;
AURGRES05DEL02 ;conditions Stormy;;;
VADRES07DEL01 ;conditions Fog;;;
MUMRES09DEL02 ;conditions Sandstorms;;;
HYDRES07DEL01 ;conditions Sandstorms;;;
VADRES03DEL01 ;conditions Sunny;;;
BANGRES18DEL02 ;conditions NaN;;;
HYDRES04DEL01 ;conditions Sandstorms;;;
HYDRES20DEL02 ;conditions Cloudy;;;
KNPRES03DEL03 ;conditions Stormy;;;
SURRES02DEL02 ;conditions Sunny;;;
JAPRES06DEL02 ;conditions Stormy;;;
AGRRES19DEL01 ;conditions Stormy;;;
PUNERES07DEL02 ;conditions Sandstorms;;;
BANGRES19DEL03 ;conditions Cloudy;;;
COIMBRES08DEL01 ;conditions Stormy;;;
DEHRES05DEL01 ;conditions Windy;;;
SURRES20DEL01 ;conditions Cloudy;;;
MUMRES04DEL02 ;conditions Fog;;;
SURRES06DEL02 ;conditions Sandstorms;;;
BANGRES02DEL01 ;conditions Fog;;;
BANGRES08DEL01 ;conditions Sunny;;;
MUMRES02DEL02 ;conditions Sandstorms;;;
RANCHIRES15DEL03 ;conditions Sandstorms;;;
PUNERES04DEL02 ;conditions Stormy;;;
MYSRES06DEL02 ;conditions Windy;;;
KNPRES07DEL01 ;conditions Sunny;;;
KNPRES07DEL02 ;conditions Windy;;;
MYSRES02DEL01 ;conditions Sandstorms;;;
KOLRES06DEL03 ;conditions Sunny;;;
LUDHRES16DEL03 ;conditions Stormy;;;
HYDRES01DEL03 ;conditions Sunny;;;
BHPRES18DEL03 ;conditions Sunny;;;
MYSRES02DEL01 ;conditions Fog;;;
RANCHIRES17DEL02 ;conditions Fog;;;
KNPRES14DEL03 ;conditions Sandstorms;;;
HYDRES03DEL02 ;conditions Stormy;;;
BANGRES20DEL03 ;conditions Windy;;;
VADRES14DEL01 ;conditions Sunny;;;
MYSRES08DEL02 ;conditions Cloudy;;;
BANGRES010DEL01 ;conditions Windy;;;
AGRRES06DEL03 ;conditions Cloudy;;;
SURRES19DEL02 ;conditions Sandstorms;;;
BANGRES09DEL02 ;conditions Fog;;;
KNPRES09DEL02 ;conditions Stormy;;;
BHPRES15DEL01 ;conditions Fog;;;
KNPRES06DEL01 ;conditions Cloudy;;;
HYDRES04DEL03 ;conditions Fog;;;
AURGRES11DEL01 ;conditions Fog;;;
AURGRES03DEL01 ;conditions Cloudy;;;
JAPRES08DEL02 ;conditions Sandstorms;;;
DEHRES06DEL01 ;conditions Sunny;;;
RANCHIRES12DEL02 ;conditions Sunny;;;
AURGRES14DEL03 ;conditions Cloudy;;;
DEHRES02DEL01 ;conditions Sunny;;;
HYDRES03DEL03 ;conditions Fog;;;
INDORES010DEL01 ;conditions Windy;;;
MYSRES19DEL01 ;conditions Stormy;;;
KOLRES15DEL02 ;conditions Sunny;;;
JAPRES14DEL02 ;conditions Sunny;;;
GOARES15DEL01 ;conditions Sandstorms;;;
JAPRES04DEL02 ;conditions Windy;;;
MUMRES19DEL03 ;conditions Stormy;;;
AURGRES02DEL01 ;conditions Stormy;;;
PUNERES18DEL01 ;conditions Sandstorms;;;
INDORES11DEL03 ;conditions Fog;;;
KNPRES010DEL01 ;conditions Cloudy;;;
LUDHRES06DEL03 ;conditions Sandstorms;;;
VADRES19DEL02 ;conditions Sandstorms;;;
SURRES13DEL02 ;conditions Cloudy;;;
JAPRES010DEL03 ;conditions Sunny;;;
VADRES20DEL03 ;conditions Sandstorms;;;
MUMRES07DEL03 ;conditions Windy;;;
JAPRES18DEL02 ;conditions Stormy;;;
RANCHIRES03DEL02 ;conditions Sandstorms;;;
MYSRES09DEL01 ;conditions Windy;;;
JAPRES08DEL01 ;conditions Sunny;;;
GOARES01DEL01 ;conditions Fog;;;
GOARES08DEL03 ;conditions Windy;;;
BANGRES06DEL03 ;conditions Fog;;;
MYSRES15DEL01 ;conditions Sunny;;;
AURGRES04DEL01 ;conditions Fog;;;
KOLRES14DEL01 ;conditions Sunny;;;
RANCHIRES05DEL02 ;conditions Sunny;;;
ALHRES06DEL02 ;conditions Sandstorms;;;
MUMRES15DEL03 ;conditions Fog;;;
VADRES010DEL01 ;conditions Cloudy;;;
HYDRES17DEL03 ;conditions Cloudy;;;
VADRES14DEL03 ;conditions Windy;;;
CHENRES14DEL01 ;conditions Sunny;;;
KNPRES15DEL03 ;conditions Fog;;;
ALHRES010DEL01 ;conditions Sandstorms;;;
HYDRES09DEL03 ;conditions Fog;;;
MYSRES04DEL01 ;conditions Sandstorms;;;
HYDRES12DEL02 ;conditions Sunny;;;
BHPRES08DEL01 ;conditions Windy;;;
JAPRES14DEL03 ;conditions Stormy;;;
KOLRES05DEL01 ;conditions Sunny;;;
JAPRES02DEL02 ;conditions Sunny;;;
JAPRES11DEL02 ;conditions Windy;;;
JAPRES07DEL01 ;conditions Stormy;;;
JAPRES08DEL01 ;conditions NaN;;;
JAPRES08DEL01 ;conditions Windy;;;
PUNERES02DEL02 ;conditions Windy;;;
MUMRES09DEL01 ;conditions Cloudy;;;
HYDRES19DEL03 ;conditions Sandstorms;;;
ALHRES19DEL03 ;conditions Stormy;;;
INDORES16DEL03 ;conditions Cloudy;;;
HYDRES03DEL02 ;conditions Windy;;;
SURRES08DEL03 ;conditions Sandstorms;;;
CHENRES09DEL03 ;conditions Fog;;;
SURRES02DEL02 ;conditions Cloudy;;;
MUMRES010DEL03 ;conditions Fog;;;
COIMBRES01DEL02 ;conditions Stormy;;;
INDORES12DEL01 ;conditions Stormy;;;
SURRES05DEL02 ;conditions Windy;;;
PUNERES16DEL03 ;conditions Sunny;;;
SURRES09DEL03 ;conditions Stormy;;;
AGRRES010DEL03 ;conditions Fog;;;
COIMBRES14DEL01 ;conditions NaN;;;
INDORES12DEL03 ;conditions Stormy;;;
PUNERES13DEL02 ;conditions Stormy;;;
PUNERES05DEL03 ;conditions Cloudy;;;
DEHRES17DEL02 ;conditions Sunny;;;
GOARES02DEL02 ;conditions Cloudy;;;
COIMBRES14DEL02 ;conditions Sunny;;;
BANGRES05DEL01 ;conditions Cloudy;;;
KOLRES01DEL03 ;conditions Cloudy;;;
AURGRES19DEL02 ;conditions Windy;;;
SURRES12DEL02 ;conditions Sunny;;;
INDORES08DEL03 ;conditions Sandstorms;;;
PUNERES08DEL01 ;conditions Windy;;;
PUNERES11DEL01 ;conditions Sandstorms;;;
MUMRES14DEL03 ;conditions Windy;;;
HYDRES010DEL02 ;conditions Cloudy;;;
VADRES01DEL03 ;conditions Sandstorms;;;
KNPRES12DEL01 ;conditions Fog;;;
SURRES12DEL03 ;conditions Sandstorms;;;
BHPRES20DEL02 ;conditions Cloudy;;;
HYDRES06DEL03 ;conditions Cloudy;;;
KOLRES16DEL03 ;conditions Sandstorms;;;
DEHRES01DEL01 ;conditions Stormy;;;
PUNERES06DEL02 ;conditions Stormy;;;
RANCHIRES02DEL01 ;conditions Sandstorms;;;
BANGRES20DEL01 ;conditions Fog;;;
MUMRES19DEL02 ;conditions NaN;;;
VADRES02DEL03 ;conditions Sandstorms;;;
VADRES11DEL02 ;conditions Fog;;;
KNPRES12DEL03 ;conditions Fog;;;
COIMBRES15DEL01 ;conditions Fog;;;
CHENRES17DEL02 ;conditions Sandstorms;;;
SURRES010DEL02 ;conditions Cloudy;;;
RANCHIRES03DEL02 ;conditions Windy;;;
GOARES010DEL01 ;conditions Windy;;;
KNPRES06DEL01 ;conditions Sandstorms;;;
BANGRES12DEL02 ;conditions Windy;;;
JAPRES19DEL02 ;conditions Windy;;;
VADRES06DEL02 ;conditions Sunny;;;
MYSRES12DEL01 ;conditions Stormy;;;
PUNERES17DEL02 ;conditions Sandstorms;;;
LUDHRES010DEL02 ;conditions Sunny;;;
MUMRES20DEL01 ;conditions Sunny;;;
MUMRES06DEL03 ;conditions Windy;;;
KNPRES09DEL01 ;conditions Stormy;;;
MYSRES17DEL02 ;conditions Sunny;;;
DEHRES14DEL01 ;conditions Fog;;;
BANGRES20DEL01 ;conditions Stormy;;;
ALHRES04DEL02 ;conditions Stormy;;;
JAPRES03DEL02 ;conditions Sandstorms;;;
ALHRES010DEL03 ;conditions Stormy;;;
MUMRES15DEL03 ;conditions Windy;;;
SURRES01DEL01 ;conditions Sandstorms;;;
COIMBRES13DEL02 ;conditions NaN;;;
CHENRES20DEL01 ;conditions Cloudy;;;
INDORES19DEL03 ;conditions Fog;;;
CHENRES06DEL03 ;conditions NaN;;;
MUMRES16DEL02 ;conditions Stormy;;;
GOARES02DEL03 ;conditions Stormy;;;
VADRES02DEL02 ;conditions Windy;;;
BANGRES19DEL01 ;conditions NaN;;;
INDORES11DEL01 ;conditions Stormy;;;
PUNERES09DEL03 ;conditions Sunny;;;
ALHRES06DEL01 ;conditions Windy;;;
ALHRES010DEL01 ;conditions Fog;;;
MUMRES12DEL03 ;conditions Windy;;;
INDORES11DEL02 ;conditions Stormy;;;
KOCRES20DEL01 ;conditions Fog;;;
HYDRES01DEL02 ;conditions Sandstorms;;;
HYDRES16DEL01 ;conditions Fog;;;
INDORES08DEL02 ;conditions Fog;;;
LUDHRES01DEL02 ;conditions Windy;;;
BANGRES15DEL01 ;conditions Sunny;;;
JAPRES13DEL01 ;conditions Sunny;;;
ALHRES17DEL03 ;conditions Windy;;;
BANGRES09DEL03 ;conditions Stormy;;;
HYDRES01DEL01 ;conditions Stormy;;;
COIMBRES20DEL01 ;conditions Sunny;;;
PUNERES01DEL01 ;conditions Stormy;;;
VADRES14DEL01 ;conditions Stormy;;;
DEHRES01DEL01 ;conditions Fog;;;
MYSRES13DEL03 ;conditions Windy;;;
MUMRES01DEL01 ;conditions Cloudy;;;
PUNERES13DEL02 ;conditions Sandstorms;;;
CHENRES17DEL02 ;conditions Cloudy;;;
PUNERES12DEL02 ;conditions Cloudy;;;
CHENRES03DEL02 ;conditions Sandstorms;;;
GOARES09DEL03 ;conditions Sandstorms;;;
RANCHIRES20DEL02 ;conditions Fog;;;
AGRRES14DEL01 ;conditions Sandstorms;;;
LUDHRES13DEL02 ;conditions Windy;;;
RANCHIRES03DEL01 ;conditions NaN;;;
HYDRES09DEL02 ;conditions Fog;;;
COIMBRES09DEL01 ;conditions Cloudy;;;
BANGRES01DEL02 ;conditions Sandstorms;;;
LUDHRES05DEL01 ;conditions Stormy;;;
VADRES18DEL02 ;conditions Fog;;;
KOCRES08DEL01 ;conditions Stormy;;;
KOCRES010DEL01 ;conditions Sunny;;;
AGRRES13DEL01 ;conditions Fog;;;
GOARES02DEL01 ;conditions Fog;;;
HYDRES13DEL03 ;conditions Sunny;;;
SURRES04DEL02 ;conditions Sunny;;;
HYDRES04DEL01 ;conditions Stormy;;;
RANCHIRES08DEL01 ;conditions Stormy;;;
CHENRES05DEL01 ;conditions Fog;;;
KOLRES19DEL03 ;conditions Stormy;;;
SURRES06DEL02 ;conditions Fog;;;
BANGRES07DEL03 ;conditions Fog;;;
AGRRES16DEL01 ;conditions Sunny;;;
MYSRES11DEL02 ;conditions Sandstorms;;;
RANCHIRES08DEL01 ;conditions Windy;;;
LUDHRES20DEL02 ;conditions Stormy;;;
KNPRES19DEL01 ;conditions Stormy;;;
SURRES15DEL01 ;conditions Sandstorms;;;
CHENRES14DEL03 ;conditions Sandstorms;;;
MUMRES18DEL01 ;conditions Cloudy;;;
SURRES05DEL01 ;conditions Sunny;;;
JAPRES01DEL03 ;conditions Windy;;;
HYDRES010DEL03 ;conditions Cloudy;;;
RANCHIRES17DEL03 ;conditions Sunny;;;
VADRES20DEL01 ;conditions Cloudy;;;
BANGRES010DEL03 ;conditions Cloudy;;;
GOARES13DEL03 ;conditions Fog;;;
COIMBRES14DEL03 ;conditions Sandstorms;;;
MYSRES11DEL01 ;conditions Stormy;;;
GOARES08DEL02 ;conditions Cloudy;;;
AURGRES15DEL01 ;conditions Windy;;;
CHENRES15DEL02 ;conditions Windy;;;
AURGRES02DEL03 ;conditions Windy;;;
INDORES19DEL03 ;conditions Sunny;;;
RANCHIRES02DEL02 ;conditions Sunny;;;
ALHRES06DEL01 ;conditions Cloudy;;;
COIMBRES04DEL01 ;conditions Windy;;;
GOARES08DEL01 ;conditions Fog;;;
GOARES16DEL03 ;conditions Fog;;;
BHPRES17DEL03 ;conditions Windy;;;
COIMBRES19DEL02 ;conditions Sandstorms;;;
BANGRES16DEL01 ;conditions Stormy;;;
RANCHIRES05DEL02 ;conditions Cloudy;;;
ALHRES01DEL02 ;conditions Cloudy;;;
KOLRES14DEL03 ;conditions Fog;;;
BHPRES010DEL02 ;conditions Windy;;;
AGRRES12DEL02 ;conditions Cloudy;;;
BANGRES06DEL03 ;conditions Cloudy;;;
KNPRES01DEL03 ;conditions Stormy;;;
AURGRES07DEL01 ;conditions Cloudy;;;
VADRES11DEL03 ;conditions Windy;;;
BANGRES05DEL03 ;conditions Cloudy;;;
JAPRES08DEL03 ;conditions Fog;;;
CHENRES17DEL01 ;conditions Sunny;;;
VADRES08DEL01 ;conditions Windy;;;
DEHRES07DEL01 ;conditions Stormy;;;
GOARES13DEL01 ;conditions Cloudy;;;
PUNERES02DEL03 ;conditions Fog;;;
COIMBRES11DEL03 ;conditions Fog;;;
ALHRES15DEL02 ;conditions Fog;;;
PUNERES06DEL01 ;conditions Sunny;;;
PUNERES01DEL02 ;conditions Fog;;;
VADRES12DEL02 ;conditions Sandstorms;;;
INDORES08DEL02 ;conditions Windy;;;
JAPRES14DEL01 ;conditions Stormy;;;
BHPRES12DEL03 ;conditions Fog;;;
BANGRES18DEL01 ;conditions Sandstorms;;;
SURRES16DEL02 ;conditions Cloudy;;;
ALHRES12DEL01 ;conditions Cloudy;;;
BANGRES20DEL03 ;conditions Cloudy;;;
SURRES06DEL01 ;conditions Sandstorms;;;
DEHRES01DEL02 ;conditions Sunny;;;
HYDRES010DEL01 ;conditions Sunny;;;
HYDRES12DEL01 ;conditions Sunny;;;
COIMBRES11DEL01 ;conditions Stormy;;;
MYSRES01DEL01 ;conditions Fog;;;
PUNERES03DEL02 ;conditions Fog;;;
CHENRES08DEL01 ;conditions Stormy;;;
MUMRES02DEL03 ;conditions Fog;;;
VADRES03DEL01 ;conditions Sandstorms;;;
COIMBRES08DEL01 ;conditions Sandstorms;;;
BANGRES03DEL02 ;conditions Sandstorms;;;
MUMRES20DEL02 ;conditions Sandstorms;;;
CHENRES12DEL02 ;conditions Sunny;;;
PUNERES07DEL02 ;conditions Cloudy;;;
KNPRES15DEL01 ;conditions Fog;;;
ALHRES17DEL01 ;conditions Fog;;;
AURGRES02DEL01 ;conditions Cloudy;;;
AGRRES14DEL02 ;conditions Sandstorms;;;
JAPRES06DEL03 ;conditions Cloudy;;;
HYDRES12DEL02 ;conditions NaN;;;
GOARES18DEL01 ;conditions Sandstorms;;;
BANGRES19DEL02 ;conditions Fog;;;
AGRRES13DEL02 ;conditions NaN;;;
MYSRES11DEL02 ;conditions Stormy;;;
PUNERES18DEL02 ;conditions Sandstorms;;;
COIMBRES04DEL01 ;conditions Cloudy;;;
AGRRES05DEL01 ;conditions Fog;;;
JAPRES18DEL02 ;conditions Windy;;;
GOARES12DEL02 ;conditions Windy;;;
CHENRES03DEL03 ;conditions Cloudy;;;
MYSRES15DEL01 ;conditions Cloudy;;;
COIMBRES06DEL03 ;conditions Sunny;;;
LUDHRES03DEL01 ;conditions Sunny;;;
RANCHIRES08DEL02 ;conditions Stormy;;;
JAPRES05DEL02 ;conditions Fog;;;
JAPRES02DEL03 ;conditions Cloudy;;;
KOCRES06DEL03 ;conditions Sunny;;;
INDORES06DEL02 ;conditions Sandstorms;;;
AGRRES11DEL03 ;conditions Cloudy;;;
KOLRES07DEL03 ;conditions Cloudy;;;
SURRES18DEL01 ;conditions Sandstorms;;;
SURRES06DEL02 ;conditions Stormy;;;
MYSRES12DEL02 ;conditions Cloudy;;;
COIMBRES12DEL03 ;conditions Windy;;;
BANGRES03DEL01 ;conditions Fog;;;
KOCRES19DEL03 ;conditions Sandstorms;;;
DEHRES11DEL01 ;conditions Windy;;;
RANCHIRES14DEL01 ;conditions Fog;;;
DEHRES03DEL02 ;conditions Fog;;;
ALHRES13DEL03 ;conditions Fog;;;
AGRRES010DEL03 ;conditions Stormy;;;
PUNERES18DEL03 ;conditions Windy;;;
VADRES12DEL03 ;conditions Stormy;;;
LUDHRES12DEL02 ;conditions Stormy;;;
PUNERES19DEL03 ;conditions NaN;;;
KNPRES06DEL02 ;conditions Sunny;;;
SURRES12DEL01 ;conditions Sunny;;;
HYDRES15DEL02 ;conditions NaN;;;
